heimild,heimild_heiti,skjal,adili_1,adili_2,rakning,samningur_fra,samningur_til,gildir_fra,tegund,prosenta,kronur,a_vid,artal_stada,tilvitnun
afl,AFL Starfsgreinafélag,afl/veitogtjonustus.pdf,Samtaka atvinnulífsins,Starfsgreinasambands Íslands,aðilar úr skjali,,,2006-01-01,prósenta,2.5,,almenn laun,úr texta,"ráðningarsamningi. 1.2.5. Skilgreina skal starfssvið dyravarða í skriflegum ráðningarsamningi. 1.3. Launahækkanir 1.3.1. Laun hækka sem hér segir: 1. mars 2004 3,25%. 1. janúar 2005 3,00%, 1. janúar 2006 2,50%, 1. janúar 2007 2,25%. Aðrir kjaratengdir liðir taka sömu breytingum hlutfallslega á sömu dagsetningum, nema um anna"
afl,AFL Starfsgreinafélag,afl/veitogtjonustus.pdf,Samtaka atvinnulífsins,Starfsgreinasambands Íslands,aðilar úr skjali,,,2006-01-01,prósenta,3.25,,kauptaxtar,úr texta,"arasamningur aðila miðar m.a. að því að færa umsamda launataxta nær greiddu kaupi án hækkunar á launum sem hærri eru en innröðun starfa í nýja launaflokka. Minnsta hækkun við gildistöku samningsins skal þó vera 3,25%. Bókun þessi á einnig við um þær launaflokkahækkanir sem umsamdar eru 1. janúar 2006. Við mat á því hvort breytingar á launatöxtum gefi tilefni til hækkunar launa sem fyrir gerð samni"
samidn,Samiðn,samidn/kjarasamningur_or-_lokaskjal_-_10092006_-_samidn.pdf,Samiðnar sambands iðnfélaga f.h. aðildarfélaga,Orkuveitu Reykjavíkur,aðilar úr skjali,,,2006-01-01,prósenta,2.5,,launatafla,úr texta,"nn dag í viku eða hluta af einum degi. 1.1.4 Mánaðarlaun skv. 1.1.1 hækka sem hér segir: 1. janúar 2004 hækkar launatafla skv. 1.1.1 um 3,25% 1. janúar 2005 hækkar launatafla skv. 1.1.1 um 3,00% 1. janúar 2006 hækkar launatafla skv. 1.1.1 um 2,50% 1. janúar 2007 hækkar launatafla skv. 1.1.1 um 2,25% 1.2 Launaþrep Launaþrep miðast við lífaldur til 30. júní 2006. L"
samidn,Samiðn,samidn/samidn_-_bilgreinasambandid_2004_-_endanlegt.pdf,Bílgreinasambandsins,Samiðnar - Sambands iðnfélaga,aðilar úr skjali,,,2006-01-01,prósenta,2.5,,kauptaxtar,úr texta,"aldur jafngilda eins árs starfi í starfsgrein. 1.1.2. Launabreytingar á samningstímanum Laun og aðrir kjaratengdir liðir hækka sem hér segir: 1. maí 2004 3,25%. 1. janúar 2005 3,0%, 1. janúar 2006 2,5% 1. janúar 2007 2,25%. 1.1.3 Taxtar nær greiddu kaupi Með sam ningi þessum eru lágm arkslaunataxtar Sam iðnarmanna"
samidn,Samiðn,samidn/samningurmh2004.pdf,"Samiðnar - sambands iðnfélaga, vegna aðildarfélaga",Meistarafélags húsasmiða,aðilar úr skjali,,,2006-01-01,prósenta,2.5,,kauptaxtar,úr texta,"úr gildi án sérstakrar uppsagnar. Samningur þessi gildir frá 1. maí 2004. 2. gr. Laun Laun og aðrir kjaratengdir liðir hækka sem hér segir: 26. apríl 2004 3,25%. 1. janúar 2005 3,0%, 1. janúar 2006 2,5% 1. janúar 2007 2,25%. 3. gr. Launataxtar Með gildistöku samnings þessa falla úr gildi allir fyrri launataxtar Sami"
samidn,Samiðn,samidn/kjarasamningur_or-_lokaskjal_-_10092006_-_samidn.pdf,Samiðnar sambands iðnfélaga f.h. aðildarfélaga,Orkuveitu Reykjavíkur,aðilar úr skjali,,,2006-06-30,prósenta,2.25,,launatafla,úr texta,"1 hækka sem hér segir: 1. janúar 2004 hækkar launatafla skv. 1.1.1 um 3,25% 1. janúar 2005 hækkar launatafla skv. 1.1.1 um 3,00% 1. janúar 2006 hækkar launatafla skv. 1.1.1 um 2,50% 1. janúar 2007 hækkar launatafla skv. 1.1.1 um 2,25% 1.2 Launaþrep Launaþrep miðast við lífaldur til 30. júní 2006. Laun starfsmanna hækka m.v. 25 ára aldur, 27 ára aldur, 30 ára aldur, 35 ára aldur, 40 ára aldur og 45"
vr,VR,vr/kjarasamningur_vr_fis_2008_uppfaerdur.pdf,VR/LÍV,FÍS,aðilar úr skjali,2008-02-01,2010-11-30,2006-10-01,prósenta,8.6,,lágmarkstekjur,grunsamlegt,"aun en 75% af lágmarkslaunum. Laun ungmenna skulu miðast við áramót þess árs, sem þau ná tilskyldum aldri. 1.2 Hækkun launa 1.2.1. Launaþróunartrygging við gildistöku Grunnhækkun launa við gildistöku samnings þessa er 8,6% fyrir þá starfsmenn sem voru í starfi hjá sama launagreiðanda 1. október 2006 og eru enn í starfi. Frá grunnhækkun dregst önnur sú launahækkun sem starfsmaður hefur fengið frá 2"
afl,AFL Starfsgreinafélag,afl/Kjaras_SA_og_Samidn2008.pdf,Samtaka atvinnulífsins,"Samiðnar - sambands iðnfélaga f.h. aðildarfélaga í málmiðnaði, byggingariðnaði og skrúðgarðyrkju",aðilar úr skjali,2008-02-01,2010-11-30,2007-01-01,prósenta,5.5,,óskilgreint,úr texta,"arfsaldur miðast við starfsaldur í starfsgrein frá sveinsprófi. 1.1.2. Launabreytingar á samningstímanum 1.1.2.1. Launaþróunartrygging við gildistöku 1. febrúar 2008 Grunnhækkun launa við gildistöku samnings þessa er 5,5% fyrir þá starfsmenn sem voru í starfi hjá sama launagreiðanda 1. janúar 2007. Frá grunnhækkun dregst önnur sú launahækkun sem starfsmaður hefur fengið frá 2. janúar 2007 til og m"
afl,AFL Starfsgreinafélag,afl/LIV-VRogSAkjarasamningur2008.pdf,Landssambands Íslenskra verslunarmanna/ Verslunarfélags Reykjavíkur,Samtaka atvinnulífsins,aðilar úr skjali,,,2007-01-01,prósenta,5.5,,kauptaxtar,úr texta,"afa verið sérstaklega og eru hluti þessa samnings. Launataxtarnir gilda frá 1. febrúar 2008, frá 1. mars 2009 og 1. janúar 2010. Launaþróunartrygging við gildistöku Grunnhækkun launa við gildistöku samnings þessa er 5,5% fyrir þá starfsmenn sem voru í starfi hjá sama launagreiðanda 1. janúar 2007. Frá gr unnhækkun dregst önnur sú launahækkun sem starfsmaður hefur fengið frá 2. janúar 2007 til og m"
afl,AFL Starfsgreinafélag,afl/kjarasamningur_sgs_og_ln_2005.pdf,Launanefndar sveitarfélaga f.h. þeirra sveitarfélaga,annarra aðila sem hún hefur,aðilar úr skjali,,,2007-01-01,prósenta,3.0,,launatafla,úr texta,"5.015 316.301 328.004 Útgefin launatafla hverju sinni nær yfir alla launaflokka sem miðað er við í kjarasamningi þessum. Mánaðarlaun hækka sem hér segir á samningstímanum: 1. janúar 2006 3,0% 1. janúar 2007 3,0% 1. janúar 2008 3,0% 1.1.1.1 Að afloknum þriggja mánaða reynslutím a skulu föst laun greidd fyrirfram, fyrsta virkan"
afl,AFL Starfsgreinafélag,afl/kjarasamninguralcoafjardaals.pdf,Alcoa Fjarðaáls sf,AFLs – Starfsgreinafélags,aðilar úr skjali,2006-06-01,2010-11-30,2007-01-01,prósenta,3.0,,almenn laun,úr texta,"oðstarfsemi rekstursins, ásamt hlutdeild í bættum árangri fyrirtækisins í gegnum stöðugar framfarir. 1.3 Hækkun launa 1.3.1 Mánaðarlaun skv. gr. 1.1. hækka á samningstímabilinu sem hér segir: 1. janúar 2007 3,0% 1. janúar 2008 2,5% 1. janúar 2009 2,0% 1. janúar 2010 2,0% 1.3.2 Aðlögun að launaþróun Samningur þessi gildir í r"
afl,AFL Starfsgreinafélag,afl/kjarasamningursaogsamidn.pdf,Samtaka atvinnulífsins,Samiðnar ­ sambands,aðilar úr skjali,,,2007-01-01,prósenta,2.25,,kauptaxtar,úr texta,"fsgrein frá sveinsprófi. 1.1.2. Launabreytingar á samningstímanum Laun og aðrir kjaratengdir liðir hækka sem hér segir: 26. apríl 2004 3,25%. 1. janúar 2005 3,0%, 1. janúar 2006 2,5% 1. janúar 2007 2,25%. 1.1.3. Taxtar nær greiddu kaupi Með samningi þessum eru lágm arkslaunataxtar Samiðnarmanna færðir nær greiddu kaupi í iðngreinunum og er það gert í fjórum áföngum. Nýir kauptaxtar eiga ekki sjálf"
afl,AFL Starfsgreinafélag,afl/livafl.pdf,"skóla, stéttarfélags",fyrirtækis,aðilar úr skjali,,,2007-01-01,prósenta,2.25,,almenn laun,úr texta,"og apót ekum ví sast t il viðkomandi samninga. 1.2. Launamyndun 1.2.1. H ækkun launa Öll laun hækka sem hér segir: 16. apríl 2004 3,25%, 1. janúar 2005 3,00%, 1. janúar 2006 2,50%, 1. janúar 2007 2,25% (2,9%) Aðrir k jaratengdir liðir tak a sö mu breytingum hlutfallslega á sömu dagsetningum, nema um annað hafi samist. * Athugið. Samkvæmt samkomulagi SA og VR 15. nóvember 2005 verður almenn lau"
afl,AFL Starfsgreinafélag,afl/rkissamningur.pdf,fjármálaráðherra f.h. ríkissjóðs,Starfsgreinasambands Íslands,aðilar úr skjali,,,2007-01-01,prósenta,2.25,,launatafla,úr texta,"fjölda almanaksdaga annarra en laugardaga og sunnudaga frá upphafi eða til loka starfstíma. 1.1.3 Launatafla taki þeim hækkunum sem hér segir: 1. janúar 2005 3,00% 1. janúar 2006 2,50% 1. janúar 2007 2,25% 1. janúar 2008 0,50% 1.2 Launaþrep 1.2.1 Í launatöflu eru 6 þrep og raðast starfsmaður eftir aldri sem hér segir:"
afl,AFL Starfsgreinafélag,afl/sa_og_sgs_kjarasamningur_2008.pdf,SAMTAKA ATVINNULÍFSINS,STARFSGREINASAMBANDS ÍSLANDS,aðilar úr skjali,2008-02-01,2010-11-30,2007-01-01,prósenta,5.5,,óskilgreint,úr texta,"Skilgreina skal starfssvið dyra varða í skriflegum ráðningarsamningi. 1.3. Launabreytingar á samningstíma 1.3.1. Launaþróunartrygging við gildistöku 1. febrúar 2008 Grunnhækkun launa við gildistöku samnings þessa er 5,5% fyrir þá starfsmenn sem voru í starfi hjá sama launagreiðanda 1. janúar 2007. Frá grunnhækkun dregst önnur sú launahækkun sem starfsmaður hefur fengið frá 2. janúar 2007 til og me"
afl,AFL Starfsgreinafélag,afl/ssiogasaaustf.pdf,Útvegsmannafélags Austfjarða og Samtaka atvinnulífsins,Alþýðusambands Austurlands,aðilar úr skjali,,,2007-01-01,prósenta,2.25,,óskilgreint,úr texta,"kaupliða. Frá gildistöku samnings þessa skulu kauptrygging og aðrir launaliðir hækka sem hér segir: Frá 30. október 2004 4,25% Þann 1. janúar 2005 3,00% Þann 1. janúar 2006 3,50% Þann 1. janúar 2007 2,25% Þann 1. janúar 2008 3,50% Tímakaup skal miðast við deilistuðulinn 173,33 í kauptryggingu. Mánaðarkaup aðstoðarmanns m"
afl,AFL Starfsgreinafélag,afl/ssiogliuhofn.pdf,Landsambands íslenskra útvegsmanna og Samtaka atvinnulífsins,Sjómannasambands Íslands,aðilar úr skjali,,,2007-01-01,prósenta,2.25,,óskilgreint,úr texta,"upliða. Frá gildistöku samnings þessa skulu kaupt rygging og aðrir la unaliðir hækka sem hér segir: Frá 30. október 2004 4,25% Þann 1. janúar 2005 3,00% Þann 1. janúar 2006 3,50% Þann 1. janúar 2007 2,25% Þann 1. janúar 2008 3,50% Tímakaup skal miðast við deilistuðulinn 173,33 í kauptryggingu. Mánaðarkaup aðstoðarmanns m"
afl,AFL Starfsgreinafélag,afl/veitogtjonustus.pdf,Samtaka atvinnulífsins,Starfsgreinasambands Íslands,aðilar úr skjali,,,2007-01-01,prósenta,2.25,,kauptaxtar,úr texta,". Skilgreina skal starfssvið dyravarða í skriflegum ráðningarsamningi. 1.3. Launahækkanir 1.3.1. Laun hækka sem hér segir: 1. mars 2004 3,25%. 1. janúar 2005 3,00%, 1. janúar 2006 2,50%, 1. janúar 2007 2,25%. Aðrir kjaratengdir liðir taka sömu breytingum hlutfallslega á sömu dagsetningum, nema um annað hafi samist. 1.3.2. Nýtt launaflokkakerfi – launataxtar nær greiddu kaupi Nýtt launaflokkakerfi"
samidn,Samiðn,samidn/kjarasamningur_or-_lokaskjal_-_10092006_-_samidn.pdf,Samiðnar sambands iðnfélaga f.h. aðildarfélaga,Orkuveitu Reykjavíkur,aðilar úr skjali,,,2007-01-01,prósenta,2.25,,launatafla,úr texta,"laun skv. 1.1.1 hækka sem hér segir: 1. janúar 2004 hækkar launatafla skv. 1.1.1 um 3,25% 1. janúar 2005 hækkar launatafla skv. 1.1.1 um 3,00% 1. janúar 2006 hækkar launatafla skv. 1.1.1 um 2,50% 1. janúar 2007 hækkar launatafla skv. 1.1.1 um 2,25% 1.2 Launaþrep Launaþrep miðast við lífaldur til 30. júní 2006. Laun starfsmanna hækka m.v. 25 ára aldur, 27 ára aldur, 30 ára aldur, 35 ára aldur, 40 á"
samidn,Samiðn,samidn/samidn_-_bilgreinasambandid_2004_-_endanlegt.pdf,Bílgreinasambandsins,Samiðnar - Sambands iðnfélaga,aðilar úr skjali,,,2007-01-01,prósenta,2.25,,kauptaxtar,úr texta,"starfi í starfsgrein. 1.1.2. Launabreytingar á samningstímanum Laun og aðrir kjaratengdir liðir hækka sem hér segir: 1. maí 2004 3,25%. 1. janúar 2005 3,0%, 1. janúar 2006 2,5% 1. janúar 2007 2,25%. 1.1.3 Taxtar nær greiddu kaupi Með sam ningi þessum eru lágm arkslaunataxtar Sam iðnarmanna færðir nær greiddu kaupi í iðngreinunum og er það gert í fjórum áföngum. Nýir kauptaxtar eiga ekki sj"
samidn,Samiðn,samidn/samningur_endanlegtnet.pdf,Bílgreinasambandsins,Samiðnar - Sambands iðnfélaga,aðilar úr skjali,,,2007-01-01,prósenta,5.5,,kauptaxtar,úr texta,"n 1. júní 2010 skulu laun hækka um 2,5%. Hækki laun meira vegna vegna sérstakrar hækkunar kauptaxta gildir sú hækkun. 1.1.2.1 Launaþróunartrygging við gildistöku Grunnhækkun launa við gildistöku samnings þessa er 5,5% fyrir þá starfsmenn sem voru í starfi hjá sama launagreiðanda 1. janúar 2007. Frá grunnhækkun dregst önnur sú launahækkun sem starfsmaður hefur fengið frá 2. janúar 2007 til og með g"
samidn,Samiðn,samidn/samningurmh2004.pdf,"Samiðnar - sambands iðnfélaga, vegna aðildarfélaga",Meistarafélags húsasmiða,aðilar úr skjali,,,2007-01-01,prósenta,2.25,,kauptaxtar,úr texta,"ppsagnar. Samningur þessi gildir frá 1. maí 2004. 2. gr. Laun Laun og aðrir kjaratengdir liðir hækka sem hér segir: 26. apríl 2004 3,25%. 1. janúar 2005 3,0%, 1. janúar 2006 2,5% 1. janúar 2007 2,25%. 3. gr. Launataxtar Með gildistöku samnings þessa falla úr gildi allir fyrri launataxtar Samiðnar, sbr. þó 5. gr. Frá gildistöku samningsins verða launataxtar sem hér segir: Iðnaðarmenn með svein"
vr,VR,vr/kjarasamningur_vr_fis_2008_uppfaerdur.pdf,VR/LÍV,FÍS,aðilar úr skjali,2008-02-01,2010-11-30,2007-01-01,prósenta,5.5,,almenn laun,úr texta,"við föstu viku- eða mánaðarlaun að viðbættum föstum álags- eða aukagreiðslum hverju nafni sem þær nefnast. Frádráttur getur aldrei numið meiru en grunnhækkun. Grunnhækkun launa við gildistöku samnings þessa er 5,5% fyrir þá starfsmenn sem hafa verið í starfi hjá sama launagreiðanda frá 1. janúar 2007. Frá grunnhækkun dregst önnur sú launahækkun sem starfsmaður hefur fengið frá 2. janúar 2007 til o"
vr,VR,vr/kjarasamningur_vr_fis_2008_uppfaerdur.pdf,VR/LÍV,FÍS,aðilar úr skjali,2008-02-01,2010-11-30,2007-01-01,prósenta,3.5,,kauptaxtar,ályktað (óvisst),"ekki til launamanna sem starfa í afkastatengdum launakerfum þar sem laun vegna frammistöðu eru meginhluti launa. Launabreytingar 1. nóvember 2009 Hinn 1. nóvember 2009 skulu laun starfsmanns breytast svo: Grunnhækkun launa er 3,5%. Frá henni dragast hækkanir á launum starfsmanns frá 1. janúar – 1. nóvember 2009, þ.m.t. vegna hækkunar kauptaxta. Frádráttur getur þó ekki orðið hærri en grunnhækkun. "
vr,VR,vr/kjarasamningur_vr_sa_2008_november_2009.pdf,VR / LÍV,Samtaka atvinnulífsins,aðilar úr skjali,2008-02-01,2010-11-30,2007-01-01,prósenta,5.0,,kauptaxtar,úr texta,"klega og eru hluti þessa samnings. Launataxtarnir gilda frá 1. febrúar 2008, frá 1. júlí 2009, 1. nóvember 2009 og 1. júní 2010. Launaþróunartrygging við gildistöku Grunnhækkun launa við gildistöku samnings þessa er 5, 5% fyrir þá starfsmenn sem voru í starfi hjá sama launagreiðanda 1. janúar 2007. Frá grunnhækkun dreg st önnur sú launahækkun sem starfsmaður hefur fengið frá 2. janúar 2007 til og "
vr,VR,vr/kjarasamningur_vr_sa_2008_november_2009.pdf,VR / LÍV,Samtaka atvinnulífsins,aðilar úr skjali,2008-02-01,2010-11-30,2007-01-01,prósenta,3.5,,kauptaxtar,ályktað (óvisst),"til launamanna sem starfa í afkasta-tengdum launakerfum þar sem laun vegna frammistöðu eru meginhluti launa. Launabreytingar 1. nóvember 2009 Hinn 1. nóvember 2009 skulu laun starfsmanns breytast svo: Grunnhækkun launa er 3,5%. Frá henni dragast hækkanir á launum starfsmanns frá 1. janúar – 1. nóvember 2009, þ.m.t. vegna hækkunar kauptaxta. Frádrá ttur getur þó ekki orðið hærri en grunnhækkun. Við"
afl,AFL Starfsgreinafélag,afl/sa_og_sgs_kjarasamningur_2008.pdf,SAMTAKA ATVINNULÍFSINS,STARFSGREINASAMBANDS ÍSLANDS,aðilar úr skjali,2008-02-01,2010-11-30,2007-01-02,prósenta,4.5,,almenn laun,úr texta,"eða mánaðarlaun að viðbættum föstum álags- eða aukagreiðslum hverju nafni sem þær nefnast. Frádráttur getur aldrei numið meiru en grunnhækkun. Nú hefur starfsmaður hafið stö rf á tímabilinu frá 2. janúar 2007 til loka september 2007. Er grunnhækkun launa hans þá 4,5% við gildistöku þessa samnings en frá henni dregst önnur sú launahækkun sem starfsmaður hefur fengið frá þeim tíma er hann var ráðinn"
fin,Félag íslenskra náttúrufræðinga,fin/Kjarasamningur-2005.pdf,starfsmanns,launagreiðanda að í stað beinna greiðslna fyrir yfirvinnu komi til frítökuréttur í,aðilar úr skjali,,,2007-05-01,prósenta,2.0,,launatafla,úr texta,"um samningi FÍN og fjármálaráðherra. Ný launatafla tekur gildi frá 1. maí 2006 samkvæmt áðurnefndu samkomulagi (sjá fylgiskjal 1). Tryggt skal að enginn lækki í mánaðarlaunum fyrir dagvinnu við yfirfærslu í nýja launatöflu. Þau 2%, sem ætluð eru til styrkingar/þróunar launakerfis frá 1. maí 2007 verði greidd ráðunautum sem álag á föst laun til loka samningstíma núgildandi samnings FÍN og ríkisins."
vm,VM - Félag vélstjóra og málmtæknimanna,vm/Heildartexti-OR_velfraedingar_2021_hreint.pdf,VM félags vélstjóra,málmtæknimanna,aðilar úr skjali,2008-05-01,2010-12-31,2007-10-01,prósenta,5.5,,kauptaxtar,úr texta,"ar Kauptaxtar kjarasamningsins hækka á samningstímabilinu í samræmi við launatöflur sem fylgja samningi þessum og teljast hluti hans. 1.8.1 Launaþróunartrygging við gildistöku Grunnhækkun launa við gildistöku samnings þessa er 5,5% fyrir þá starfsmenn sem voru í starfi hjá OR 1. október 2007. Frá grunnhækkun dregst önnur sú launahækkun sem starfsmaður hefur fengið frá 2. október 2007 til og með gi"
afl,AFL Starfsgreinafélag,afl/kauptaxtar_2008.pdf,,,aðeins heimild,,,2008-01-01,prósenta,3.5,,óskilgreint,úr texta,"r 24 vikur 171.906,00 992 1.785 2.364 50 Sjómenn. Samkvæmt kjarasamningi, sem undirritaður var 30. október 2004 og samkomulagi forsendunefndar dags. 22. júní 2006, verða kaupliðir frá 1. janúar 2008 sem hér segir: Hækkun kauptryggingar 3,5%. Hækkun kaupliða 3,5% Hækkun fæðispeninga 0,0% Kauptrygging: Skipstjóri, I. stýrimaður og yfirvélstjóri kr. 241,530 Matsveinn, I. vélstjóri, vél"
afl,AFL Starfsgreinafélag,afl/kjarasamningur_sgs_og_ln_2005.pdf,Launanefndar sveitarfélaga f.h. þeirra sveitarfélaga,annarra aðila sem hún hefur,aðilar úr skjali,,,2008-01-01,prósenta,3.0,,launatafla,úr texta,"Útgefin launatafla hverju sinni nær yfir alla launaflokka sem miðað er við í kjarasamningi þessum. Mánaðarlaun hækka sem hér segir á samningstímanum: 1. janúar 2006 3,0% 1. janúar 2007 3,0% 1. janúar 2008 3,0% 1.1.1.1 Að afloknum þriggja mánaða reynslutím a skulu föst laun greidd fyrirfram, fyrsta virkan dag hvers mánaðar nema starfsmaður óski þess að laun séu greidd eftir á. 1.1.2 Brot úr mánaðar"
afl,AFL Starfsgreinafélag,afl/kjarasamninguralcoafjardaals.pdf,Alcoa Fjarðaáls sf,AFLs – Starfsgreinafélags,aðilar úr skjali,2006-06-01,2010-11-30,2008-01-01,prósenta,2.5,,almenn laun,úr texta,"s, ásamt hlutdeild í bættum árangri fyrirtækisins í gegnum stöðugar framfarir. 1.3 Hækkun launa 1.3.1 Mánaðarlaun skv. gr. 1.1. hækka á samningstímabilinu sem hér segir: 1. janúar 2007 3,0% 1. janúar 2008 2,5% 1. janúar 2009 2,0% 1. janúar 2010 2,0% 1.3.2 Aðlögun að launaþróun Samningur þessi gildir í rúmlega 4 ½ ár og eru"
afl,AFL Starfsgreinafélag,afl/rkissamningur.pdf,fjármálaráðherra f.h. ríkissjóðs,Starfsgreinasambands Íslands,aðilar úr skjali,,,2008-01-01,prósenta,0.5,,launatafla,úr texta,"annarra en laugardaga og sunnudaga frá upphafi eða til loka starfstíma. 1.1.3 Launatafla taki þeim hækkunum sem hér segir: 1. janúar 2005 3,00% 1. janúar 2006 2,50% 1. janúar 2007 2,25% 1. janúar 2008 0,50% 1.2 Launaþrep 1.2.1 Í launatöflu eru 6 þrep og raðast starfsmaður eftir aldri sem hér segir: 1. þrep: yngri en 20 ára 2. þrep: frá 20 ára aldri 3. þrep: frá 23 ára aldri 4. þrep: frá 26"
afl,AFL Starfsgreinafélag,afl/samningur_vid_edduhotel.pdf,Flugleiðahótel hf. vegna sumarhótela sinna,Starfsgreinasamband,aðilar úr skjali,2004-03-01,2007-12-31,2008-01-01,prósenta,2.25,,launatafla,úr texta,"17 ára eru 95% af byrjunarlaunum 18 ára í launaflokki 4, laun 16 ára 90% , laun 15 ára 75% og 14 ára 65% af sama stofni. Laun hækka sem hér segir: 1. janúar 2005 um 3%, 1. janúar 2006 um 2,5% 1. janúar 2008 um 2,25% Þann 1. janúar 2006 breytist röðun starfa í launaflokka þannig að þeir sem eru í launaflokki 4 færast í launaflokk 5 og þeir"
afl,AFL Starfsgreinafélag,afl/ssiogasaaustf.pdf,Útvegsmannafélags Austfjarða og Samtaka atvinnulífsins,Alþýðusambands Austurlands,aðilar úr skjali,,,2008-01-01,prósenta,3.5,,óskilgreint,úr texta,"mnings þessa skulu kauptrygging og aðrir launaliðir hækka sem hér segir: Frá 30. október 2004 4,25% Þann 1. janúar 2005 3,00% Þann 1. janúar 2006 3,50% Þann 1. janúar 2007 2,25% Þann 1. janúar 2008 3,50% Tímakaup skal miðast við deilistuðulinn 173,33 í kauptryggingu. Mánaðarkaup aðstoðarmanns matsveins á frystitogurum skal frá undirskrift samnings þessa vera kr. 165.755 á mánuði og taka almennum"
afl,AFL Starfsgreinafélag,afl/ssiogliuhofn.pdf,Landsambands íslenskra útvegsmanna og Samtaka atvinnulífsins,Sjómannasambands Íslands,aðilar úr skjali,,,2008-01-01,prósenta,3.5,,óskilgreint,úr texta,"nings þessa skulu kaupt rygging og aðrir la unaliðir hækka sem hér segir: Frá 30. október 2004 4,25% Þann 1. janúar 2005 3,00% Þann 1. janúar 2006 3,50% Þann 1. janúar 2007 2,25% Þann 1. janúar 2008 3,50% Tímakaup skal miðast við deilistuðulinn 173,33 í kauptryggingu. Mánaðarkaup aðstoðarmanns matsveins á fr ystitogurum skal frá undirskrift samnings þessa vera kr. 165.755 á mánuði og taka almenn"
afl,AFL Starfsgreinafélag,afl/Kjaras_SA_og_Samidn2008.pdf,Samtaka atvinnulífsins,"Samiðnar - sambands iðnfélaga f.h. aðildarfélaga í málmiðnaði, byggingariðnaði og skrúðgarðyrkju",aðilar úr skjali,2008-02-01,2010-11-30,2008-02-01,prósenta,5.5,,óskilgreint,úr texta,"flutnings- og mætingaskyldugjald. 1.1.1.3. Starfsaldur miðast við starfsaldur í starfsgrein frá sveinsprófi. 1.1.2. Launabreytingar á samningstímanum 1.1.2.1. Launaþróunartrygging við gildistöku 1. febrúar 2008 Grunnhækkun launa við gildistöku samnings þessa er 5,5% fyrir þá starfsmenn sem voru í starfi hjá sama launagreiðanda 1. janúar 2007. Frá grunnhækkun dregst önnur sú launahækkun sem starfsm"
afl,AFL Starfsgreinafélag,afl/sa_og_sgs_kjarasamningur_2008.pdf,SAMTAKA ATVINNULÍFSINS,STARFSGREINASAMBANDS ÍSLANDS,aðilar úr skjali,2008-02-01,2010-11-30,2008-02-01,prósenta,5.5,,óskilgreint,úr texta,"arstarfa í skriflegum ráðningarsamningi. 1.2.5. Skilgreina skal starfssvið dyra varða í skriflegum ráðningarsamningi. 1.3. Launabreytingar á samningstíma 1.3.1. Launaþróunartrygging við gildistöku 1. febrúar 2008 Grunnhækkun launa við gildistöku samnings þessa er 5,5% fyrir þá starfsmenn sem voru í starfi hjá sama launagreiðanda 1. janúar 2007. Frá grunnhækkun dregst önnur sú launahækkun sem starf"
